ID,Nom,CPU,system_cpu_usage,cpu_total_usage,Mémoire_utilisée,Mémoire totale
b403650ae064,ubuntu_test,0.0005433409591713568,17099760000000,92910000,1478656,4101369856
a1e4383e0ef8,new3_alpine,0.00047705355670748037,17103740000000,81594000,438272,4101369856
27ed72db133d,new_container,0.0005017161882850276,17107680000000,85832000,438272,4101369856
a6bfb9ae0659,objective_rhodes,0.0006058029403325333,17111670000000,103663000,1437696,4101369856
