Timestamp,CPUsage,Ram_usage
01:45:02,0.0,0.00B
01:45:07,0.0,0.00B
01:45:14,0.0,0.00B
01:45:59,0.0,0.00B
01:45:59,0.0,0.00B
01:46:01,0.0,0.00B
01:46:01,0.0,0.00B
01:46:02,0.0,0.00B
01:46:08,0.0,0.00B
01:46:08,0.0,0.00B
01:46:08,0.0,0.00B
